Deutsch_grundform,spanisch_grundform
Gehirn,gehirn
Gehirnregion,gehirnregion
Gehweg,gehweg
Gehälter,gehälter
Geist,geist
Gel,gel
Geldverkehr,geldverkehr
Gelegenheitsjob,gelegenheitsjob
Gelenk,gelenk
Gelenkschmerzen,gelenkschmerzen
Gelände,gelände
Gemälde,gemälde
Gemüsebeet,gemüsebeet
Gemüsesorte,gemüsesorte
Genauigkeit,genauigkeit
Genehmigung,genehmigung
Generationenwohnprojekt,generationenwohnprojekt
Genie,genie
Genuss,genuss
Gerechtigkeitssinn,gerechtigkeitssinn
Geruch,geruch
Geruchssinn,geruchssinn
Geräusch,geräusch
Gesamtwiederholung,gesamtwiederholung
Geschick,geschick
Geschäftsbedingungen,geschäftsbedingungen
Geschäftsbericht,geschäftsbericht
Geschäftsbeziehung,geschäftsbeziehung
Geschäftsleitung,geschäftsleitung
Geschäftsverhandlung,geschäftsverhandlung
Gesellschaftskritik,gesellschaftskritik
Gesichtsbewegungen,gesichtsbewegungen
Gestaltung,gestaltung
Geste,geste
Gestein,gestein
Gestik,gestik
Gesundheitsgerät,gesundheitsgerät
Getreide,getreide
Getränken,getränken
Gewaltübergriff,gewaltübergriff
Gewerbe,gewerbe
Gewerkschaften,gewerkschaften
Gewissen,gewissen
Gewohnheit,gewohnheit
Gewächshaus,gewächshaus
Gewässer,gewässer
Gießkanne,gießkanne
Giftstoffe,giftstoffe
Giraffe,giraffe
Gitter,gitter
Glaseinsatz,glaseinsatz
Glaserlehre,glaserlehre
Glashaus,glashaus
Gletscher,gletscher
Gliederung,gliederung
Globaler,global
Globalisierung,globalisierung
Goldbarren,goldbarren
Grab,grab
Graffiti,graffiti
Grafik,grafik
Grenze,grenze
Grenzen,grenzen
Grenzgebiet,grenzgebiet
Grenzöffnung,grenzöffnung
Griff,griff
Groll,groll
Großkonzern,großkonzern
Großleinwand,großleinwand
Großraumbüro,großraumbüro
Grundlage,grundlage
Grundstück,grundstück
Grundvoraussetzung,grundvoraussetzung
Grundwasser,grundwasser
Gründung,gründung
Gunst,gunst
Gutschein,gutschein
Gymnastik,gymnastik
Gänsehaut,gänsehaut
Gärtner,gärtner
Hacker,hacker
Haftung,haftung
Hai,hai
Haltung,haltung
Handbewegung,handbewegung
Handel,handel
Handelsbeziehung,handelsbeziehung
Handelskette,handelskette
Handelsschule,handelsschule
Handelsunternehmen,handelsunternehmen
Handlung,handlung
Handwerk,handwerk
Handyvertrag,handyvertrag
Harmonie,harmonie
Hauptfigur,hauptfigur
Haupthandlung,haupthandlung
Hauptmotiv,hauptmotiv
Hauptrolle,hauptrolle
Hauptthema,hauptthema
Hauptverkehrsader,hauptverkehrsader
Hauptwerk,hauptwerk
Hausarbeit,hausarbeit
Hausarzt,hausarzt
Hausgemeinschaft,hausgemeinschaft
Hausrat,hausrat
Hausverbot,hausverbot
Hausverwaltung,hausverwaltung
Hautcreme,hautcreme
Heilkunde,heilkunde
Heilmittel,heilmittel
Heilpraktiker,heilpraktiker
Heimische,heimische
Heranwachsende,heranwachsende
Herausforderung,herausforderung
Herkunft,herkunft
Herzenswunsch,herzenswunsch
Herzfrequenz,herzfrequenz
Herzinfarkt,herzinfarkt
Herzproblem,herzproblem
Hierarchie,hierarchie
Hieroglyphe,hieroglyphe
Highlight,highlight
Hilfsbereitschaft,hilfsbereitschaft
Hilfsmittel,hilfsmittel
Hinsicht,hinsicht
Hinsichtlich,hinsichtlich
Hintergrund,hintergrund
Hinterhof,hinterhof
Hinweis,hinweis
Hirn,hirn
Hirnschaden,hirnschaden
Hitze,hitze
Hochschulreife,hochschulreife
Hoffnung,hoffnung
Hofzeremoniell,hofzeremoniell
Holz,holz
Holzplatte,holzplatte
Holztür,holztür
Homeoffice,homeoffice
Hommage,hommage
Homöopathie,homöopathie
Horizont,horizont
Hormon,hormon
Horrorfilm,horrorfilm
Hosentasche,hosentasche
Hotline,hotline
Hundehütte,hundehütte
Hälfte,hälfte
Härte,härte
Häuser,häuser
Höflichkeit,höflichkeit
Höhepunkt,höhepunkt
Hörsaal,hörsaal
Hörspiel,hörspiel
Hürde,hürde
Hürden,hürden
It-produkte,productos IT
Ihre,ihre
Imbissstand,imbissstand
Immobilie,immobilie
Implantat,implantat
Impuls,impuls
Inbegriff,inbegriff
Inbetriebnahme,inbetriebnahme
Individuum,individuum
Industrialisierung,industrialisierung
Informatik,informatik
Informationsbeschaffung,informationsbeschaffung
Informationsmaterial,informationsmaterial
Ingenieurwissenschaft,ingenieurwissenschaft
Inhaltspunkt,inhaltspunkt
Inhaltsverzeichnis,inhaltsverzeichnis
Initiative,initiative
Innenstadt,innenstadt
Insekt,insekt
Insekten,insekten
Inserent,inserent
Interessen,interessen
Interneteinkauf,interneteinkauf
Internetmanagement,internetmanagement
Internetportal,internetportal
Internetredaktion,internetredaktion
Investoren,investoren
Irre,irre
Irrtümer,irrtümer
Jagd,jagd
Jahrhundert,jahrhundert
Jahrtausend,jahrtausend
Jobwechsel,jobwechsel
Jugendzeit,jugendzeit
Juryvorsitz,juryvorsitz
Juweliergeschäft,juweliergeschäft
Kabarett,kabarett
Kader,kader
Kakerlake,kakerlake
Kalorie,kalorie
Kamm,kamm
Kammer,kammer
Kampagne,kampagne
Kampfkunst,kampfkunst
Kampfsport,kampfsport
Kanu,kanu
Karriereplanung,karriereplanung
Kartrennen,kartrennen
Kategorie,kategorie
Kaufvertrag,kaufvertrag
Keilschrift,keilschrift
Keks,keks
Kenntnis,kenntnis
Kickboxen,kickboxen
Kids,kids
Kiefer,kiefer
Kinder,kinder
Kindererziehung,kindererziehung
Kindergartenalter,kindergartenalter
Kindergartenpflicht,kindergartenpflicht
Kinderwunsch,kinderwunsch
Kinderzahl,kinderzahl
Kindesbein,kindesbein
Kinofilm,kinofilm
Kinokasse,kinokasse
Klammer,klammer
Klamotten,klamotten
Klang,klang
Klassenbeste,klassenbeste
Klassiker,klassiker
Klausur,klausur
Kleiderausgabe,kleiderausgabe
Kleiderklappe,kleiderklappe
Kleiderladen,kleiderladen
Kleidungsstück,kleidungsstück
Kleinigkeit,kleinigkeit
Kleinkind,kleinkind
Kleinkriminellenstudie,kleinkriminellenstudie
Klick,klick
Klima,klima
Klimaanlage,klimaanlage
Klimaerwärmung,klimaerwärmung
Klimawandel,klimawandel
Klimazone,klimazone
Klischee,klischee
Knecht,knecht
Knochenjob,knochenjob
Knospe,knospe
Knospen,knospen
Know-how,know-how
Koch,koch
Kohlehydrat,kohlehydrat
Kohlendioxid,kohlendioxid
Kohlenhydrat,kohlenhydrat
Kohlensäure,kohlensäure
Kollegin,kollegin
Kolonialisierung,kolonialisierung
Komfort,komfort
Komiker,komiker
Komma,komma
Kommentar,kommentar
Kommilitone,kommilitone
Kommilitonin,kommilitonin
Kommunikationsfähigkeit,kommunikationsfähigkeit
Kompliment,kompliment
Kompromiss,kompromiss
Komödie,komödie
Konferenz,konferenz
Konfliktlösung,konfliktlösung
Kongress,kongress
Konkurrent,konkurrent
Konsens,konsens
Konsument,konsument
Kontaktlinse,kontaktlinse
Kontext,kontext
Kontodaten,kontodaten
Konzentrat,konzentrat
Konzentrationsleistung,konzentrationsleistung
Konzern,konzern
Konzertpianist,konzertpianist
Kooperation,kooperation
Korrektur,korrektur
Kosmetikerin,kosmetikerin
Kraftstoff,kraftstoff
Kraftwerk,kraftwerk
Kranke,enfermos
Krankenakte,krankenakte
Krankenhausaufenthalt,krankenhausaufenthalt
Krankenstand,krankenstand
Krankheiten,krankheiten
Krankmeldung,krankmeldung
Kraut,kraut
Kreditkartenbetrug,kreditkartenbetrug
Kreis,kreis
Kreislauf,kreislauf
Kriegsführung,kriegsführung
Krimineller,criminal
Krise,krise
Kriterium,kriterium
Kritik,kritik
Kritikfähigkeit,kritikfähigkeit
Kritisierte,criticados
Kulturdenkmal,kulturdenkmal
Kulturkreis,kulturkreis
Kulturwandel,kulturwandel
Kummer,kummer
Kunden,kunden
Kundenkonto,kundenkonto
Kundinnen,kundinnen
Kunstform,kunstform
Kunstikone,kunstikone
Kunstraub,kunstraub
Kunststoff,kunststoff
Kunstturnen,kunstturnen
Kunstwerk,kunstwerk
Kuppel,kuppel
Kurzvortrag,kurzvortrag
Käfig,käfig
Königin,königin
Körperbehaarung,körperbehaarung
Körperdaten,körperdaten
Körpergröße,körpergröße
Körperhaltung,körperhaltung
Körpersignal,körpersignal
Körpersprache,körpersprache
Körpertemperatur,körpertemperatur
Kühlfahrzeug,kühlfahrzeug
Kühlraum,kühlraum
Kündigung,kündigung
Label,label
Labor,labor
Laborkittel,laborkittel
Lage,lage
Lager,lager
Lagerhaltung,lagerhaltung
Laie,laie
Landesgrenze,landesgrenze
Landsleute,landsleute
Landwirt,landwirt
Landwirtin,landwirtin
Landwirtschaft,landwirtschaft
Langeweile,langeweile
Langlauf,langlauf
Langzeitarbeitslose,langzeitarbeitslose
Last,last
Lauf,lauf
Laufbahn,laufbahn
Laufe,laufe
Laufsteg,laufsteg
Laus,laus
Laute,laute
Lautstärke,lautstärke
Lebensbedingung,lebensbedingung
Lebensentwurf,lebensentwurf
Lebenserwartung,lebenserwartung
Lebensform,lebensform
Lebensglück,lebensglück
Lebenshaltungskosten,lebenshaltungskosten
Lebensjahr,lebensjahr
Lebenskunst,lebenskunst
Lebenslage,lebenslage
Lebensmotto,lebensmotto
Lebensphase,lebensphase
Lebensraum,lebensraum
Lebensverlauf,lebensverlauf
Lebensweg,lebensweg
Leber,leber
Lehrkraft,lehrkraft
Lehrling,lehrling
Lehrveranstaltung,lehrveranstaltung
Leid,leid
Leidenschaft,leidenschaft
Leihwagen,leihwagen
Leinwand,leinwand
Leistungsbereitschaft,leistungsbereitschaft
Leistungsdruck,leistungsdruck
Leistungsfähigkeit,leistungsfähigkeit
Lektüre,lektüre
Lerneffekt,lerneffekt
Lernerfolg,lernerfolg
Lerninhalt,lerninhalt
Lernmaterial,lernmaterial
Lernphase,lernphase
Lernstoff,lernstoff
Leseratte,leseratte
Leserbrief,leserbrief
Lesetext,lesetext
Lesung,lesung
Lichtsensor,lichtsensor
Lieferung,lieferung
Lieferzeit,lieferzeit
Liegestütz,liegestütz
Lifestyle,lifestyle
Linie,linie
Lippe,lippe
Liste,liste
Literaturverfilmung,literaturverfilmung
Logik,logik
Logo,logo
Luftaufnahme,luftaufnahme
Lungenkrankheit,lungenkrankheit
Luxus,luxus
Lyrik,lyrik
Länder,länder
Länge,länge
Längeneinheit,längeneinheit
Löhne,löhne
Lösegeld,lösegeld
Lücke,lücke
Lücken,lücken
Macht,macht
Machtwechsel,machtwechsel
Magd,magd
Makel,makel
Malerei,malerei
Management,management
Mangelerscheinung,mangelerscheinung
Manufaktur,manufaktur
Mappe,mappe
Marille,marille
Markenunternehmen,markenunternehmen
Marketing,marketing
Marktforschungsfirma,marktforschungsfirma
Marktführer,marktführer
Maskenbildner,maskenbildner
Massenflucht,massenflucht
Massentierhaltung,massentierhaltung
Mathematikaufgabe,mathematikaufgabe
Matratze,matratze
Mauerfall,mauerfall
Mauerritze,mauerritze
Maß,maß
Maßnahme,maßnahme
Mechanismen,mechanismen
Medikamenten,medikamenten
Medium,medium
Meere,meere
Meerestiefe,meerestiefe
Meerestier,meerestier
Meeting,meeting
Meetings,meetings
Mehrsprachigkeit,mehrsprachigkeit
Mehrwertsteuer,mehrwertsteuer
Meilenstein,meilenstein
Meinungsfreiheit,meinungsfreiheit
Meisterwerk,meisterwerk
Melancholie,melancholie
Meldung,meldung
Melodram,melodram
Mensa,mensa
Menschen,menschen
Menschenleben,menschenleben
Menschheit,menschheit
Merkformel,merkformel
Merkmal,merkmal
Messecatering,messecatering
Messegelände,messegelände
Messengerdienst,messengerdienst
Messgerät,messgerät
Metall,metall
Mietvertrag,mietvertrag
Migrationshintergrund,migrationshintergrund
Mikrowelle,mikrowelle
Milchprodukt,milchprodukt
Milieu,milieu
Militarisierung,militarisierung
Mimik,mimik
Minderheiten,minderheiten
Mindestbestellwert,mindestbestellwert
Mindesthaltbarkeit,mindesthaltbarkeit
Mindesthaltbarkeitsdatum,mindesthaltbarkeitsdatum
Mindestlohn,mindestlohn
Mineralstoff,mineralstoff
Mischung,mischung
Misserfolg,misserfolg
Missstand,missstand
Missverständnis,missverständnis
Missverständnisse,missverständnisse
Mitarbeit,mitarbeit
Mitbringsel,mitbringsel
Mitleid,mitleid
Mitschrift,mitschrift
Mittagspause,mittagspause
Mittelfeld,mittelfeld
Mitternacht,mitternacht
Mobilfunkanbieter,mobilfunkanbieter
Modus,modus
Mogelpackung,mogelpackung
Monate,monate
Monoski,monoski
Monotonie,monotonie
Motiv,motiv
Mundart,mundart
Murmeltier,murmeltier
Musikgenie,musikgenie
Musikkonzert,musikkonzert
Musikrichtung,musikrichtung
Musikunterricht,musikunterricht
Musikveranstaltung,musikveranstaltung
Muskel,muskel
Muskeln,muskeln
Muster,muster
Mythos,mythos
Möglichkeit,möglichkeit
Möglichkeiten,möglichkeiten
Möhren,möhren
Mücke,mücke
Mühe,mühe
Mündung,mündung
Münzgeld,münzgeld
Nachfrage,nachfrage
Nachfragen,nachfragen
Nachhaltigkeit,nachhaltigkeit
Nacht,nacht
Nachteile,nachteile
Nachteule,nachteule
Nachtschicht,nachtschicht
Nachwuchs,nachwuchs
Nagel,nagel
Naht,naht
Nahverkehrssystem,nahverkehrssystem
Namen,namen
Namhafte,namhafte
Nationalfeiertag,nationalfeiertag
Nationalmannschaft,nationalmannschaft
Naturerscheinung,naturerscheinung
Naturwissenschaft,naturwissenschaft
Nebeneffekt,nebeneffekt
Nebenjob,nebenjob
Nebenwirkung,nebenwirkung
Neid,neid
Nerv,nerv
Nervenkitzel,nervenkitzel
Nervensystem,nervensystem
Nervosität,nervosität
Netz,netz
Neuerung,neuerung
Neugier,neugier
Neuheit,neuheit
Neuigkeit,neuigkeit
Neukundengewinnung,neukundengewinnung
Nickerchen,nickerchen
Niederlage,niederlage
Niveau,niveau
Nobelpreis,nobelpreis
Nonsens,nonsens
Norm,norm
Notizblock,notizblock
Notizen,notizen
Notlage,notlage
Notlüge,notlüge
Notruf,notruf
Notversorgung,notversorgung
Notwendigkeit,notwendigkeit
Nutzer,nutzer
Nutzerinnen,nutzerinnen
Nutzern,nutzern
Nutzpflanze,nutzpflanze
Nutztier,nutztier
Nutzung,nutzung
Oberarm,oberarm
Oberbegriff,oberbegriff
Obergrenze,obergrenze
Odyssee,odyssee
Offenheit,offenheit
Ohren,ohren
Oldtimer,oldtimer
Olympischen,olympischen
Onlineeinkauf,onlineeinkauf
Onlinesucht,onlinesucht
Orden,orden
Orientierung,orientierung
Ozean,ozean
Palast,palast
Palmenhaus,palmenhaus
Pandemie,pandemie
Panik,panik
Paradeiser,paradeiser
Parallelwelt,parallelwelt
Parlament,parlament
Partei,partei
Partie,partie
Partnern,partnern
Partylöwe,partylöwe
Partys,partys
Passwörter,passwörter
Patchwork-,parche
Patent,patent
Patientinnen,patientinnen
Perspektive,perspektive
Persönlichkeit,persönlichkeit
Persönlichkeitstraining,persönlichkeitstraining
Pest,pest
Pestizid,pestizid
Pfanne,pfanne
Pfeife,pfeife
Pfeil,pfeil
Pflanzensammlung,pflanzensammlung
Pflege,pflege
Pflichtveranstaltung,pflichtveranstaltung
Phase,phase
Phobie,phobie
Phänomen,phänomen
Piktogramm,piktogramm
Pipette,pipette
Planet,planet
Plantage,plantage
Plastiktüte,plastiktüte
Plattdeutsch,plattdeutsch
Platte,platte
Plattenfirma,plattenfirma
Platzproblem,platzproblem
Plutonium,plutonium
Podcast,podcast
Pokal,pokal
Politik,politik
Politikerin,politikerin
Politikwissenschaft,ciencia política
Pollen,pollen
Portemonnaie,portemonnaie
Posting,posting
Potenzial,potenzial
Preisvergleich,preisvergleich
Pressekonferenz,pressekonferenz
Prestige,prestige
Printmedium,printmedium
Privatauto,privatauto
Privatleben,privatleben
Privatpersonen,privatpersonen
Privatsphäre,privatsphäre
Privatwohnung,privatwohnung
Probe,probe
Probenraum,probenraum
Probleme,probleme
Problemen,problemen
Problemlösung,problemlösung
Produktbeschreibung,produktbeschreibung
Produzent,produzent
Professur,professur
Profil,profil
Profimannschaft,profimannschaft
Profit,profit
Prognose,prognose
Programmankündigung,programmankündigung
Programmierung,programmierung
Projektleiter,projektleiter
Projektleitung,projektleitung
Protest,protest
Protesten,protesten
Prothese,prothese
Prototyp,prototyp
Prüfungsangst,prüfungsangst
Psyche,psyche
Psychologie,psychologie
Psychotherapeut,psychotherapeut
Pubertierende,pubertierende
Puderzucker,puderzucker
Puffertag,puffertag
Puls,puls
Pulsschlag,pulsschlag
Pumpe,pumpe
Putzgewohnheit,putzgewohnheit
Qual,qual
Qualle,medusa
Quelle,quelle
Quellen,quellen
Querschnittslähmung,parálisis por sección transversal
Rabatt,rabatt
Radar,radar
Radiofeature,radiofeature
Rahmen,rahmen
Rand,rand
Rat,rat
Ratgeber,ratgeber
Ratgebersendung,ratgebersendung
Raumtemperatur,raumtemperatur
Rauschen,rauschen
Raute,raute
Reaktionen,reaktionen
Rechenschaft,rechenschaft
Recherche,recherche
Rechnungsbetrag,rechnungsbetrag
Rechtfertigung,rechtfertigung
Rechtschreibfehler,rechtschreibfehler
Redakteur,redakteur
Refrain,refrain
Regel,regel
Regelmäßiges,regelmäßiges
Regelung,regelung
Regierung,regierung
Regierungszeit,regierungszeit
Regisseur,regisseur
Reichweite,reichweite
Reihenfolge,reihenfolge
Reinheit,reinheit
Reiz,reiz
Rennen,rennen
Reportage,reportage
Reporterin,reporterin
Republik,republik
Ressource,ressource
Resultat,resultat
Resümee,resümee
Reue,reue
Rezeptur,rezeptur
Richtigkeit,richtigkeit
Risiken,risiken
Ritter,ritter
Roboter,roboter
Rohstoff,rohstoff
Rohwarenlager,rohwarenlager
Rollentausch,rollentausch
Rollstuhl,rollstuhl
Romantik,romantik
Router,router
Routine,routine
Rubrik,rubrik
Ruf,ruf
Ruheraum,ruheraum
Ruhezeit,ruhezeit
Räume,räume
Rückmeldung,rückmeldung
Rücksicht,rücksicht
Rückversicherung,rückversicherung
Rückzug,rückzug
Rüstung,rüstung
Sachbeschädigung,sachbeschädigung
Sachbuch,sachbuch
Sachverhalt,sachverhalt
Salben,salben
Sauerstoff,sauerstoff
Sauerstoffanteil,sauerstoffanteil
Sauerstoffverbrauch,sauerstoffverbrauch
Schaden,schaden
Schaffensperiode,schaffensperiode
Schale,schale
Scham,scham
Schaubild,schaubild
Schauplatz,schauplatz
Schauspielschule,schauspielschule
Scheidungsrate,scheidungsrate
Scheinehe,scheinehe
Scheu,scheu
Schicht,schicht
Schicksal,schicksal
Schlafdauer,schlafdauer
Schlaflabor,schlaflabor
Schlafmangel,schlafmangel
Schlafraum,schlafraum
Schlafstörung,schlafstörung
Schlaganfall,schlaganfall
Schlagzeile,schlagzeile
Schlagzeilen,schlagzeilen
Schließung,schließung
Schließzylinder,schließzylinder
Schlossbesichtigung,schlossbesichtigung
Schläfchen,schläfchen
Schmerzempfinden,schmerzempfinden
Schmerzen,schmerzen
Schmetterling,schmetterling
Schneeball,schneeball
Schnelligkeit,schnelligkeit
Schnitt,schnitt
Schnittstelle,schnittstelle
Schnäppchen,schnäppchen
Schock,schock
Schranke,schranke
Schranken,schranken
Schuhabdruck,schuhabdruck
Schulabgänger,schulabgänger
Schulabschluss,schulabschluss
Schulden,schulden
Schulpflicht,schulpflicht
Schuluniform,schuluniform
Schulzeit,schulzeit
Schwarm,schwarm
Schweiz,schweiz
Schweiß,sudor
Schwerpunkt,schwerpunkt
Schwiegermutter,schwiegermutter
Schwäche,schwäche
Schätzung,schätzung
Schönheitsideal,schönheitsideal
Schülerinnen,alumnas
Seele,seele
Sehnsucht,sehnsucht
Selbstbedienung,selbstbedienung
Selbstbeherrschung,selbstbeherrschung
Selbstbewusstsein,selbstbewusstsein
Selbstdarstellung,selbstdarstellung
Selfie,selfie
Seminar,seminar
Seminararbeit,seminararbeit
Sensible,sensible
Shampoo,shampoo
Shopping,shopping
Sicht,sicht
Silber,silber
Single,single
Sitte,sitte
Sitzung,sitzung
Skandal,skandal
Skepsis,skepsis
Skript,skript
Smartphone,smartphone
Smartphones,smartphones
Snack,snack
Snowboard,snowboard
Soft,soft
Sonnenbrand,sonnenbrand
Sonnencreme,sonnencreme
Sonnenfinsternis,sonnenfinsternis
Sonnenlicht,sonnenlicht
Sortiment,sortiment
Sozialforschung,sozialforschung
Sozialversicherungsbeiträge,sozialversicherungsbeiträge
Sozialversicherungsnummern,sozialversicherungsnummern
Sozialwissenschaft,sozialwissenschaft
Sozialwohnung,sozialwohnung
Spalte,spalte
Spaziergängerin,paseante
Speck,speck
Spektakel,spektakel
Spende,spende
Spendenbereitschaft,spendenbereitschaft
Spezies,spezies
Spiele,spiele
Spielenden,spielenden
Spielfilm,spielfilm
Spielplan,spielplan
Spielraum,spielraum
Spielregel,spielregel
Sportereignis,sportereignis
Sportpensum,sportpensum
Sportveranstaltung,sportveranstaltung
Spott,spott
Sprachensterben,sprachensterben
Sprachentwicklung,sprachentwicklung
Sprachgebiet,sprachgebiet
Sprachregion,sprachregion
Sprachschatz,sprachschatz
Sprachstörung,sprachstörung
Sprichwort,sprichwort
Spritze,spritze
Spruch,spruch
Spülmaschine,spülmaschine
Staatsbesuch,staatsbesuch
Staatsfeiertag,staatsfeiertag
Stadtrand,stadtrand
Stadttor,stadttor
Stamm,stamm
Stammkunde,stammkunde
Stand,stand
Standard,standard
Standort,standort
Standpunkt,standpunkt
Stapel,stapel
Start-up,start-up
Startchance,startchance
Statistik,statistik
Status,status
Staubschicht,staubschicht
Steckdose,steckdose
Steigerung,steigerung
Stein,stein
Stellenabbau,stellenabbau
Stellenanzeige,stellenanzeige
Stellenausschreibung,stellenausschreibung
Stellenwechsel,stellenwechsel
Stellung,stellung
Stellungnahme,stellungnahme
Steuerarten,steuerarten
Steuern,steuern
Stich,stich
Stichwort,stichwort
Stieftochter,stieftochter
Stil,stil
Stimmung,stimmung
Stipendiengeber,stipendiengeber
Stoffwechsel,stoffwechsel
Straftat,straftat
Strahlung,strahlung
Strandurlaub,strandurlaub
Strauch,strauch
Strauß,strauß
Strecke,strecke
Stromleitung,stromleitung
Stromstoß,stromstoß
Strukturierung,strukturierung
Strömung,strömung
Studienabschluss,studienabschluss
Studienfach,studienfach
Studiengang,studiengang
Stuntschule,stuntschule
Styling,styling
Stylist,stylist
Stärkung,stärkung
Störungen,störungen
Suche,búsqueda
Suchmaschine,suchmaschine
Sucht,sucht
Suchtkrankheit,enfermedad adictiva
Summe,summe
Sympathie,sympathie
Symptom,symptom
Synonym,synonym
Szenario,szenario
Szene,szene
Säge,säge
Säugling,säugling
Säuglinge,säuglinge
Säuglingssterblichkeit,säuglingssterblichkeit
Tabelle,tabelle
Tablets,tablets
Tabu,tabu
Tabus,tabus
Taekwondo,taekwondo
Tagebuch,tagebuch
Tagesausflug,tagesausflug
Tagesstätte,tagesstätte
Tageszeitung,tageszeitung
Tageszeitungen,tageszeitungen
Takt,takt
Talent,talent
Talkshow,talkshow
Tatsache,tatsache
Tauschhandel,tauschhandel
Teambesprechung,teambesprechung
Teambildung,teambildung
Teambildungsaktivität,teambildungsaktivität
Teamevent,teamevent
Teamfähigkeit,teamfähigkeit
Teamgeist,teamgeist
Teams,teams
Technikkonzern,technikkonzern
Technologie,technologie
Teenager,teenager
Teilthema,teilthema
Teilung,teilung
Teilzeit,teilzeit
Telemedizin,telemedizin
Temperatur,temperatur
Temperaturen,temperaturen
Tennisplatz,tennisplatz
Tennisprofi,tennisprofi
Terminkalender,terminkalender
Terrakottafliese,terrakottafliese
Territorien,territorien
Territorium,territorium
Textes,textes
Textilbereich,textilbereich
Textilhersteller,textilhersteller
Textstelle,textstelle
Theaterstück,theaterstück
Theologie,theologie
Therapeut,therapeut
Thron,thron
Tiergarten,tiergarten
Tiger,tiger
Todesurteil,todesurteil
Toilettenspülung,toilettenspülung
Ton,ton
Tonne,tonne
Topfen,topfen
Touchscreen,touchscreen
Traktanden,traktanden
Traubenzucker,traubenzucker
Traurigkeit,traurigkeit
Trauung,trauung
Trennung,trennung
Treue,treue
Trojaner,trojaner
Trophäe,trophäe
Träne,träne
Tränenflüssigkeit,tränenflüssigkeit
Tränensack,tränensack
Tsunami,tsunami
Tunnel,tunnel
Turnschuh,turnschuh
Täuschung,täuschung
Türenknallen,türenknallen
Türflügel,türflügel
Umfang,umfang
Umfeld,umfeld
Umfrage,umfrage
Umgang,umgang
Umgangston,umgangston
Umgebung,umgebung
Umkreis,umkreis
Umsatz,umsatz
Umsatzsteuer,umsatzsteuer
Umschulung,umschulung
Umsetzung,umsetzung
Umsteigeweg,umsteigeweg
Umstände,umstände
Umwelt,umwelt
Umweltbelastung,umweltbelastung
Umweltministerium,umweltministerium
Unendlichkeit,unendlichkeit
Unfreiheit,unfreiheit
Unförmiges,unförmiges
Unkraut,unkraut
Unsere,unsere
Unstimmigkeit,unstimmigkeit
Unterbringung,unterbringung
Unterdrückung,unterdrückung
Unterhalt,unterhalt
Unterhaltungswert,unterhaltungswert
Unternehmenskultur,unternehmenskultur
Unterteilung,unterteilung
Untätigkeit,untätigkeit
Unverständnis,unverständnis
Update,update
Urform,urform
Urlaubsanfrage,urlaubsanfrage
Urteilsvermögen,urteilsvermögen
Veganer,veganer
Velo,velo
Ventilator,ventilator
Verabschiedung,verabschiedung
Verabschiedungshalle,verabschiedungshalle
Veranstaltungsagentur,veranstaltungsagentur
Veranstaltungskonzept,veranstaltungskonzept
Verantwortung,verantwortung
Verarbeitung,verarbeitung
Verband,verband
Verbesserung,verbesserung
Verbraucher,verbraucher
Verbrechen,verbrechen
Verbreitung,verbreitung
Verbänden,verbänden
Verdauung,verdauung
Verdienst,verdienst
Verdächtige,verdächtige
Vereinbarkeit,vereinbarkeit
Verfahren,verfahren
Verfallsdatum,verfallsdatum
Verflechtung,verflechtung
Verfügung,verfügung
Vergnügen,vergnügen
Verhaftung,verhaftung
Verhaltensmuster,verhaltensmuster
Verhaltensregel,verhaltensregel
Verhandlung,verhandlung
Verhandlungsgeschick,verhandlungsgeschick
Verhältnis,verhältnis
Verkaufsausstellung,verkaufsausstellung
Verkehrspolitik,verkehrspolitik
Verkehrsschild,verkehrsschild
Verkehrswege,verkehrswege
Verknüpfung,verknüpfung
Verlauf,verlauf
Verlegenheit,verlegenheit
Verminderung,verminderung
Vermögen,vermögen
Vermögende,vermögende
Verpackung,verpackung
Verpflegung,verpflegung
Verringerung,verringerung
Versandkosten,versandkosten
Versandrisiko,versandrisiko
Verschlüsselung,verschlüsselung
Verschwendung,verschwendung
Versorgung,versorgung
Verstand,verstand
Verständlichkeit,verständlichkeit
Versuchsgruppe,versuchsgruppe
Versuchsperson,versuchsperson
Versuchsreihe,versuchsreihe
Versäumnis,versäumnis
Verteilung,verteilung
Vertrautheit,vertrautheit
Verunsicherung,verunsicherung
Verwaltungsgebiet,verwaltungsgebiet
Verwaltungssprache,verwaltungssprache
Verwandtschaft,verwandtschaft
Verzweiflung,verzweiflung
Verärgerung,verärgerung
Vielsprachigkeit,vielsprachigkeit
Vielzahl,vielzahl
Vierbeiner,vierbeiner
Viertel,viertel
Visabestimmungen,visabestimmungen
Visite,visite
Volkslied,volkslied
Vollzeitjob,vollzeitjob
Volontariat,volontariat
Volumen,volumen
Vorbeugung,vorbeugung
Vorbild,vorbild
Vordergrund,vordergrund
Vorgang,vorgang
Vorgänger,vorgänger
Vorlage,vorlage
Vorlesung,vorlesung
Vorlesungsverzeichnis,vorlesungsverzeichnis
Vorliebe,vorliebe
Vorläufer,vorläufer
Vormarsch,vormarsch
Vormund,vormund
Vorrat,vorrat
Vorstellungen,vorstellungen
Vorstellungsgespräch,vorstellungsgespräch
Vortrag,vortrag
Vorversion,vorversion
